Year/Month/Day or Period,Event,Category,Economic/Market Impact (S&P 500),,,,,,,,,,,,,,,,,,,,,
2022-10-02,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 284,,,,,,,,,,,,,,,,,,,,,
2022-10-03,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 285,,,,,,,,,,,,,,,,,,,,,
2022-10-04,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 286,,,,,,,,,,,,,,,,,,,,,
2022-10-05,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 287,,,,,,,,,,,,,,,,,,,,,
2022-10-06,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 288,,,,,,,,,,,,,,,,,,,,,
2022-10-07,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 289,,,,,,,,,,,,,,,,,,,,,
2022-10-08,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 290,,,,,,,,,,,,,,,,,,,,,
2022-10-09,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 291,,,,,,,,,,,,,,,,,,,,,
2022-10-10,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 292,,,,,,,,,,,,,,,,,,,,,
2022-10-11,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 293,,,,,,,,,,,,,,,,,,,,,
2022-10-12,2022 inflation/Fed hiking bear,Macro/Fed,S&P ~-25% peak-to-trough; low on Oct 294,,,,,,,,,,,,,,,,,,,,,
2023-03-10,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-11,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-12,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-13,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-14,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-15,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-16,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-17,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-18,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-19,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-20,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-21,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-22,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-23,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-24,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-25,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-26,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-27,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-28,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-29,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-30,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-03-31,U.S. regional bank crisis (SVB/Signature/First Republic),Banks,Bank stocks plunge; S&P down that week,,,,,,,,,,,,,,,,,,,,,
2023-05-01,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-02,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-03,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-04,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-05,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-06,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-07,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-08,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-09,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-10,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-11,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-12,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-13,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-14,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-15,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-16,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-17,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-18,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-19,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-20,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-21,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-22,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-23,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-24,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-25,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-26,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-27,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-28,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-29,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-30,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-05-31,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-06-01,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-06-02,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-06-03,Debt-ceiling brinkmanship (CDS/T-bill stress),Policy/Sovereign,Risk-off sessions; volatility,,,,,,,,,,,,,,,,,,,,,
2023-08-01,Fitch downgrades U.S. (AAA→AA+),Sovereign/Ratings,Volatility; megacap sell-off follow-through,,,,,,,,,,,,,,,,,,,,,
2023-10-01,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-02,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-03,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-04,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-05,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-06,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-07,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-08,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-09,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-10,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-11,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-12,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-13,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-14,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-15,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-16,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-17,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-18,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-19,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-20,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-21,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-22,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-23,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-24,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-25,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-26,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-27,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-28,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-29,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-30,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-31,U.S. 10y near 5%; S&P correction,Rates/Macro,S&P ~-10% from July highs into late Oct,,,,,,,,,,,,,,,,,,,,,
2023-10-07 onward,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-10-31,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-11-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-24,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-25,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-26,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-27,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-28,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-29,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-30,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2023-12-31,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-1,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-2,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-3,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-4,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-5,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-6,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-7,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-8,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-9,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-10,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-11,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-12,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-13,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-14,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-15,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-16,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-17,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-18,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-19,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-20,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-21,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-22,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
2024-1-23,Hamas–Israel war outbreak,War/Geo,Airlines down; defense/energy up; index choppy,,,,,,,,,,,,,,,,,,,,,
